Id,Expected,bagging+tree,bagging+svm,adaboost+tree,adaboost+svm
68,0,0.0148967385170973,0.2200601996545782,0.0218998134581963,0.0228235073051393
69,0,0.0148967385170973,0.2200477855048365,0.0218998134581963,0.0594308387933058
70,0,0.0148967385170973,0.2419941039406578,0.0218998134581963,0.0434280348902585
71,0,0.3188273018781493,0.2529574039651103,0.3305192423679075,0.4082013075036003
72,1,0.2158398607484768,0.2200811220921325,0.461162566175783,0.4999999999999999
73,0,0.0432152117545375,0.2200796937893627,0.0877458359691455,0.1213906745324627
74,0,0.1255332114564289,0.2200842691153589,0.1450156911118164,0.1328430507294298
75,0,0.0148967385170973,0.241668541184465,0.0218998134581963,0.0097861105469746
76,0,0.0432152117545375,0.2200815688323456,0.0877458359691455,0.1038857164251959
77,1,0.2019758507135016,0.2565262751704216,0.5648660301322423,0.339722892879936
78,0,0.0148967385170973,0.2200632067322326,0.0218998134581963,0.0270934844047247
79,0,0.3914538310412573,0.2358891838097936,0.3304866391705577,0.3007059677471997
80,0,0.2839195979899497,0.2495836131617367,0.2906645170611663,0.3069009345312643
81,0,0.2839195979899497,0.242620165311561,0.461162566175783,0.5607944079619926
82,0,0.2158398607484768,0.2420796874762248,0.3304866391705577,0.1829932439472331
83,0,0.5372549019607842,0.220080146564885,0.461162566175783,0.2607658346418866
84,1,0.3635607321131446,0.2657659688739762,0.461162566175783,0.3810722900063481
85,0,0.0148967385170973,0.282426127614616,0.0218998134581963,0.0184848955408885
86,0,0.2019758507135016,0.2446073790947027,0.461162566175783,0.2817706277975412
87,0,0.3188273018781493,0.2525064874855098,0.3556333167474525,0.3201951102852986
88,0,0.2839195979899497,0.3503726827175812,0.2906645170611663,0.1894588051715355
89,0,0.0148967385170973,0.2200660560747641,0.0218998134581963,0.0221020170303227
90,1,0.3914538310412573,0.2200857629954489,0.5648660301322423,0.7302843928372329
91,0,0.3188273018781493,0.2534209491033063,0.4336684982585209,0.2128958466407821
92,1,0.528216704288939,0.2201163844028074,0.461162566175783,0.5061260448079424
93,0,0.0148967385170973,0.2200609673339074,0.1860963391975944,0.0067127832304123
94,1,0.3914538310412573,0.2440371523374634,0.461162566175783,0.228222343698733
95,0,0.0148967385170973,0.2200889181364544,0.0218998134581963,0.0170899082193711
96,0,0.1255332114564289,0.2200733029604136,0.1450156911118164,0.1704153101808559
97,0,0.0148967385170973,0.249266846070788,0.0218998134581963,0.0821679007254472
98,1,0.5098314606741572,0.2505783828456468,0.461162566175783,0.3284196301455713
99,0,0.0148967385170973,0.2543235126023679,0.0218998134581963,0.0136631156755041
100,1,0.5079365079365078,0.2383899077055959,0.419826497274864,0.3702235374520909
101,0,0.0148967385170973,0.2289642746404915,0.0218998134581963,0.0558050368038419
102,0,0.2019758507135016,0.2324723187568063,0.3304866391705577,0.2366854401968267
103,0,0.0148967385170973,0.2329196552192232,0.0218998134581963,0.0318395829802419
104,0,0.0148967385170973,0.2200751556529365,0.0218998134581963,0.0182109692445018
105,0,0.0148967385170973,0.2200499347658929,0.0218998134581963,0.0456040922306434
106,0,0.0148967385170973,0.2200652517850879,0.0218998134581963,0.0345010026032772
107,0,0.0148967385170973,0.2200906604595564,0.0218998134581963,0.0297446811163523
108,0,0.0148967385170973,0.2200590199284363,0.0218998134581963,0.0356754794977648
109,0,0.0148967385170973,0.26471472359969,0.0218998134581963,0.0202875209708832
110,1,0.7803278688524589,0.3588528738356475,0.419826497274864,0.6613541885186277
111,1,0.2839195979899497,0.2401464290369709,0.461162566175783,0.446323016814905
112,1,0.0148967385170973,0.2200846920324479,0.0218998134581963,0.1950764174772037
113,0,0.2019758507135016,0.2362521043925008,0.4336684982585209,0.3609996832526855
114,0,0.0148967385170973,0.2200719179076726,0.0218998134581963,0.0278570065139553
115,1,0.528216704288939,0.2549635106464862,0.461162566175783,0.7403513610764869
116,1,0.0577933450087565,0.2774027716188968,0.0880639158982245,0.0756681913057201
117,0,0.0148967385170973,0.2200431042911377,0.0218998134581963,0.0323596287758708
118,0,0.1680851063829787,0.2200574267250647,0.2906645170611663,0.1189538639918323
119,0,0.0934393638170973,0.2200615637831158,0.1378695347914194,0.0628475623818209
120,0,0.0148967385170973,0.2390116292468637,0.0218998134581963,0.0572537481969779
121,0,0.0148967385170973,0.2623076774869876,0.0218998134581963,0.0138596591810391
122,0,0.2158398607484768,0.2321074084699339,0.3304866391705577,0.2030392131902406
123,0,0.0148967385170973,0.2795137855420974,0.0218998134581963,0.0396318784527786
124,0,0.0432152117545375,0.2200747824715131,0.0877458359691455,0.1250238025527218
125,0,0.0148967385170973,0.2516628594895564,0.0218998134581963,0.1335490481989765
126,0,0.2839195979899497,0.2535605053062644,0.3305192423679075,0.3365972391012218
127,0,0.0148967385170973,0.2346924920092603,0.0218998134581963,0.1197939364227981
128,0,0.3914538310412573,0.2413014359013741,0.461162566175783,0.4228208458978467
129,1,0.3914538310412573,0.2582580059178623,0.419826497274864,0.2278790601471774
130,1,0.5098314606741572,0.2200965235830895,0.5648660301322423,0.6053661858773547
131,0,0.0148967385170973,0.2795985281942403,0.0218998134581963,0.0193381164520635
132,0,0.1255332114564289,0.2201075565147511,0.1450156911118164,0.6278398454378152
133,0,0.0148967385170973,0.2377821753494167,0.0218998134581963,0.0550930509057849
134,0,0.2158398607484768,0.2200856483334972,0.5259366926446447,0.2343468918647416
135,0,0.1255332114564289,0.2200917756808301,0.1450156911118164,0.2786577756333525
136,0,0.232945091514143,0.2654679057460926,0.3295025352250799,0.2740386958932464
137,0,0.0148967385170973,0.2396415702772076,0.0218998134581963,0.0632897849681752
138,0,0.0148967385170973,0.2901216360456297,0.0218998134581963,0.0844148947509741
139,0,0.2158398607484768,0.247035976717065,0.419826497274864,0.1643327095351062
140,1,0.528216704288939,0.2680382188450649,0.461162566175783,0.8631981325241884
141,0,0.1680851063829787,0.2200796299375489,0.273942707989284,0.2200682900768211
142,0,0.4365370506236242,0.2200818849681672,0.461162566175783,0.5719626257257995
143,0,0.3635607321131446,0.246185272762592,0.3556333167474525,0.2054974607191818
144,0,0.3914538310412573,0.3101198004317981,0.3304866391705577,0.3618412919360803
145,1,0.4365370506236242,0.2201038514147333,0.543572008923407,0.6537303677578723
146,1,0.406779661016949,0.220066455388735,0.3304866391705577,0.3542013405416024
147,0,0.0148967385170973,0.2743617058516261,0.0218998134581963,0.0466337104396824
148,1,0.1255332114564289,0.2200824716209277,0.2906645170611663,0.2994277741926102
149,0,0.0148967385170973,0.2200910697218681,0.0218998134581963,0.1033122597986925
150,0,0.1680851063829787,0.2200829896814328,0.273942707989284,0.211478619817789
151,0,0.528216704288939,0.2200709495450057,0.5259366926446447,0.2783949541781036
152,1,0.2815533980582523,0.2200787008305451,0.3556333167474525,0.1476900868924732
153,1,0.1680851063829787,0.2200565510227649,0.2906645170611663,0.063314292424047
154,0,0.2839195979899497,0.2201060579663013,0.2906645170611663,0.3357710624093781
155,0,0.2815533980582523,0.2201184875834931,0.5648660301322423,0.2945068179553162
156,0,0.0148967385170973,0.2200986378976025,0.0218998134581963,0.1247324090293704
157,0,0.1136853448275861,0.2200728909251428,0.179500453280544,0.2389166013440548
158,0,0.0432152117545375,0.2200750936549562,0.0877458359691455,0.0561897884200076
159,0,0.0432152117545375,0.3087840285886076,0.0877458359691455,0.1572410395795488
160,0,0.0148967385170973,0.2200952622007754,0.115063883085839,0.0492579147793613
161,0,0.0148967385170973,0.2451750702665816,0.0218998134581963,0.0341642296950164
162,1,0.4365370506236242,0.240544020813878,0.5648660301322423,0.8567344590093533
163,0,0.0148967385170973,0.220081049011361,0.0218998134581963,0.0223291483508708
164,1,0.2019758507135016,0.2632550835765007,0.3304866391705577,0.2810893941438476
165,0,0.0148967385170973,0.2526015951235168,0.0218998134581963,0.0203914319347039
166,1,0.2489557226399331,0.2200845670282443,0.273942707989284,0.1431616214833687
167,0,0.0934393638170973,0.2200721806209848,0.1378695347914194,0.0910589865046243
168,0,0.3188273018781493,0.2201159232230934,0.461162566175783,0.1358308571416905
169,0,0.0148967385170973,0.2875793194426147,0.0218998134581963,0.0188829215076674
170,0,0.0148967385170973,0.2420645961391691,0.0218998134581963,0.0364506379987041
171,0,0.0148967385170973,0.2340716181999106,0.0218998134581963,0.0128970357923298
172,0,0.0148967385170973,0.2200638721875929,0.0218998134581963,0.0215559071829409
173,0,0.232945091514143,0.2200650426312873,0.3295025352250799,0.0920206202831176
174,0,0.2839195979899497,0.2200919959925806,0.461162566175783,0.2284138698139182
175,0,0.3635607321131446,0.2487735818213098,0.543572008923407,0.4807726240048132
176,0,0.5434173669467786,0.2200746018957271,0.461162566175783,0.5981860634233807
177,0,0.406779661016949,0.2395009856342038,0.5648660301322423,0.1776596811828606
178,1,0.2489557226399331,0.2448273653134794,0.4336684982585209,0.2237813347589623
179,0,0.528216704288939,0.2200698405596921,0.5648660301322423,0.4999999999999999
180,0,0.0934393638170973,0.2200702592454348,0.2615193720405746,0.1916439734019418
181,0,0.0432152117545375,0.244198512237962,0.0877458359691455,0.0808900572194073
182,0,0.1255332114564289,0.2200807253562469,0.2906645170611663,0.2754237854968236
183,1,0.2158398607484768,0.2200868804824176,0.273942707989284,0.1141779889080381
184,0,0.0432152117545375,0.2200676915572184,0.0877458359691455,0.0662843783269851
185,0,0.528216704288939,0.2627869412409676,0.5259366926446447,0.7133718738320722
186,0,0.0148967385170973,0.2200512477405781,0.0218998134581963,0.0225765501403691
187,0,0.0148967385170973,0.2200244214241805,0.0218998134581963,0.0263497385318624
188,0,0.3188273018781493,0.2200926378863195,0.461162566175783,0.4340907352657652
189,0,0.528216704288939,0.2344465658859369,0.461162566175783,0.4642670138435997
190,0,0.3914538310412573,0.2200935988003596,0.273942707989284,0.30980663120748
191,0,0.0148967385170973,0.2200894791134202,0.115063883085839,0.0083373828474934
192,1,0.2839195979899497,0.2502335769692359,0.5648660301322423,0.3817426020320938
193,1,0.4365370506236242,0.2200865046659992,0.5648660301322423,0.4947186567630579
194,0,0.3914538310412573,0.2200804554981182,0.3556333167474525,0.2441457426639574
195,0,0.0148967385170973,0.2536935883522765,0.0218998134581963,0.0292673867544158
196,1,0.4591836734693877,0.2449770541222727,0.5508230159187469,0.3199728106290063
197,0,0.406779661016949,0.2200859150441697,0.4336684982585209,0.2015125069415938
198,0,0.1255332114564289,0.2200565663500252,0.2906645170611663,0.1613364256268785
199,0,0.1136853448275861,0.2200661425709014,0.179500453280544,0.0239363878100593
200,0,0.2660550458715596,0.2200761290372287,0.3655585349894888,0.2384764336840631
201,0,0.1136853448275861,0.2200637456644955,0.179500453280544,0.1597825362770579
202,0,0.0148967385170973,0.2818233972383975,0.0218998134581963,0.0256196540119251
203,0,0.0148967385170973,0.2200639958860895,0.0218998134581963,0.0415425470001074
204,0,0.0148967385170973,0.2200886359276094,0.0218998134581963,0.2519652374762879
205,0,0.3635607321131446,0.2200826328209875,0.543572008923407,0.4266913356829915
206,1,0.2839195979899497,0.220055660320753,0.5648660301322423,0.6206006878147935
207,1,0.2839195979899497,0.2200869601260825,0.2906645170611663,0.3469592100007817
208,0,0.232945091514143,0.2201084885924614,0.3295025352250799,0.4152299693006986
209,0,0.3635607321131446,0.220057426780164,0.461162566175783,0.382149121411387
210,0,0.5098314606741572,0.2836491208514224,0.461162566175783,0.5140045409332024
211,0,0.0148967385170973,0.2200590668511275,0.0218998134581963,0.0029111652504867
212,0,0.2489557226399331,0.2200856044024621,0.273942707989284,0.1709671206194293
213,0,0.1255332114564289,0.2200554237020558,0.1450156911118164,0.1183434629794895
214,1,0.2019758507135016,0.2200727844095664,0.419826497274864,0.1179575623418164
215,0,0.0148967385170973,0.2200979233776622,0.0218998134581963,0.1332044828559433
216,0,0.0934393638170973,0.2417824519664077,0.1378695347914194,0.1219782707533192
217,0,0.0432152117545375,0.2200947919703776,0.0877458359691455,0.074264130805183
218,0,0.0432152117545375,0.2200759423007579,0.0877458359691455,0.1705855420394718
219,0,0.0577933450087565,0.2200572807117939,0.0880639158982245,0.0389570378242323
220,0,0.0577933450087565,0.2200636379119243,0.0880639158982245,0.0140623864258355
221,0,0.1680851063829787,0.2200786986122281,0.273942707989284,0.1337213208124036
222,0,0.1255332114564289,0.2915991416604612,0.2906645170611663,0.2577815092894165
223,1,0.2019758507135016,0.2200732489203066,0.419826497274864,0.2227026456385916
224,1,0.5434173669467786,0.2608862210647353,0.419826497274864,0.3860426480441216
225,0,0.406779661016949,0.2201082780792044,0.5648660301322423,0.4813980554731926
226,0,0.0148967385170973,0.2200638826344481,0.0218998134581963,0.0473371356532429
227,0,0.406779661016949,0.2200711925475771,0.5648660301322423,0.4529383529300247
228,0,0.0432152117545375,0.2200809702953431,0.0877458359691455,0.2294365974507533
229,0,0.0934393638170973,0.2329951155666934,0.1378695347914194,0.2135339277315879
230,0,0.2489557226399331,0.280375647338476,0.4336684982585209,0.1210234079512929
231,1,0.406779661016949,0.2587952943808482,0.4336684982585209,0.1847161563786747
232,0,0.232945091514143,0.2200497875425688,0.3295025352250799,0.0973765223123274
233,0,0.1136853448275861,0.2200604670361998,0.179500453280544,0.1042942251227711
234,0,0.3188273018781493,0.238287020385827,0.461162566175783,0.4939252753692638
235,0,0.0148967385170973,0.2200746267797207,0.0218998134581963,0.0605244430128049
236,1,0.3635607321131446,0.2200448641875016,0.543572008923407,0.2745467778002297
237,1,0.3635607321131446,0.2200967649589723,0.461162566175783,0.3392250550481889
238,0,0.0148967385170973,0.2200499625092398,0.0218998134581963,0.0419360004966479
239,0,0.2839195979899497,0.2200391961700029,0.2906645170611663,0.3979467679583984
240,0,0.0148967385170973,0.2200724849824439,0.0218998134581963,0.0357380501878204
241,0,0.2815533980582523,0.2697704294170512,0.3556333167474525,0.3690998240105426
242,0,0.0934393638170973,0.2288312103712766,0.1378695347914194,0.142508947629229
243,0,0.2019758507135016,0.2310963338213434,0.4336684982585209,0.1279681131078009
244,1,0.4365370506236242,0.2346081996452058,0.5259366926446447,0.65027809639044
245,1,0.2839195979899497,0.2200801934178747,0.5648660301322423,0.3588960137404006
246,0,0.0934393638170973,0.2410632140847519,0.1378695347914194,0.1113898015704931
247,0,0.0148967385170973,0.2201068542682406,0.0218998134581963,0.1348068176990542
248,1,0.3188273018781493,0.258380453296964,0.461162566175783,0.3605937029804205
249,0,0.0148967385170973,0.2325847128139345,0.0218998134581963,0.0570130216165531
250,0,0.0148967385170973,0.220058959332171,0.0218998134581963,0.0513009931475802
251,1,0.2489557226399331,0.2368374732942762,0.4336684982585209,0.0974013917410374
252,0,0.2839195979899497,0.2480630876527363,0.461162566175783,0.3758279946874566
253,0,0.0148967385170973,0.2200733937640009,0.0218998134581963,0.015877880019161
254,1,0.1255332114564289,0.2200825367672938,0.2906645170611663,0.1405386848199845
255,0,0.0148967385170973,0.2200739475153361,0.0218998134581963,0.0194957696428628
256,0,0.0148967385170973,0.2200582626299564,0.0218998134581963,0.0081448943597043
257,1,0.3188273018781493,0.2200644173915059,0.419826497274864,0.1439295190756002
258,0,0.3914538310412573,0.2651174815381021,0.461162566175783,0.5847779154631447
259,0,0.3635607321131446,0.246174771022636,0.3556333167474525,0.1312323748880238
260,0,0.0148967385170973,0.2451837891534191,0.0218998134581963,0.0519788161483815
261,0,0.0148967385170973,0.2342603632185521,0.0218998134581963,0.0241638765688303
262,1,0.4365370506236242,0.220101641135188,0.461162566175783,0.4781796231451569
263,0,0.1136853448275861,0.2538489059112717,0.179500453280544,0.1113675359810674
264,0,0.2489557226399331,0.2458098825026957,0.4336684982585209,0.1412853183849329
265,0,0.0148967385170973,0.2200844265905067,0.0218998134581963,0.0460208803386748
266,0,0.0148967385170973,0.220071367863417,0.0218998134581963,0.0189130738089361
267,0,0.0432152117545375,0.2200727224382887,0.0877458359691455,0.0982165244728819
268,0,0.3188273018781493,0.241233394676263,0.3305192423679075,0.2226592222934141
269,0,0.4365370506236242,0.2200809854768521,0.419826497274864,0.168529730334748
270,1,0.3188273018781493,0.2200602278402541,0.543572008923407,0.2594304570461803
271,0,0.0148967385170973,0.2200734596337565,0.0218998134581963,0.0189695954054899
272,0,0.2660550458715596,0.2200885712791376,0.3655585349894888,0.1038376515710528
273,0,0.2158398607484768,0.2200819912635934,0.461162566175783,0.2576569829934276
274,0,0.2815533980582523,0.2472836158644889,0.5259366926446447,0.6404550529303241
275,0,0.4365370506236242,0.2201010279237136,0.461162566175783,0.458813765444421
276,0,0.1136853448275861,0.2200841360122987,0.179500453280544,0.0767784649581249
277,0,0.3188273018781493,0.2200698950491949,0.5259366926446447,0.245463166217854
278,0,0.232945091514143,0.2497108519888123,0.3295025352250799,0.2096824719868668
279,1,0.3914538310412573,0.2390855084879347,0.461162566175783,0.6641866317948778
280,1,0.1680851063829787,0.2201020207586929,0.2906645170611663,0.4117724677801363
281,0,0.0148967385170973,0.2297509042322218,0.0218998134581963,0.0986387363322824
282,1,0.3188273018781493,0.3511173544743365,0.461162566175783,0.3022400628156656
283,0,0.0148967385170973,0.2200563963599998,0.0218998134581963,0.0192536697660276
284,1,0.4365370506236242,0.2200969036061287,0.5508230159187469,0.7922445612803042
285,1,0.1680851063829787,0.2200689506879952,0.2906645170611663,0.1070174399096202
286,1,0.3635607321131446,0.220075641446787,0.461162566175783,0.4479304305528319
287,0,0.0148967385170973,0.2200607298524072,0.0218998134581963,0.031625699296091
288,0,0.1680851063829787,0.2200950485176556,0.3556333167474525,0.2356152724684899
289,0,0.0148967385170973,0.2200775543223882,0.0218998134581963,0.0097775823866411
290,0,0.1136853448275861,0.2200789659772072,0.179500453280544,0.0747662913730407
291,0,0.0934393638170973,0.2402503230393586,0.1378695347914194,0.0932891235129855
292,1,0.2815533980582523,0.2284677088564255,0.3305192423679075,0.3639023761763573
293,0,0.0577933450087565,0.2592536162757518,0.0880639158982245,0.0413138428529047
294,0,0.2839195979899497,0.2500789874657763,0.461162566175783,0.3553615703541051
295,1,0.528216704288939,0.2200940600497901,0.5259366926446447,0.6336144689603435
296,1,0.2839195979899497,0.2200673455693872,0.2906645170611663,0.333673436152384
297,0,0.2158398607484768,0.2745130688950142,0.3304866391705577,0.1175187855495605
298,0,0.2660550458715596,0.2442582228464288,0.3655585349894888,0.1547479099199994
299,0,0.0148967385170973,0.2200662805705247,0.0218998134581963,0.0684371670777127
300,0,0.0934393638170973,0.2200602612875996,0.0877458359691455,0.0573813009213311
301,1,0.528216704288939,0.2377469730790963,0.461162566175783,0.6730723314314753
302,0,0.0148967385170973,0.2200591215302861,0.0218998134581963,0.0323846919320453
303,1,0.2019758507135016,0.2377665123261162,0.3556333167474525,0.1745028892304279
304,0,0.0577933450087565,0.2200369690391182,0.0880639158982245,0.0255097683584569
305,1,0.2489557226399331,0.2292002677419919,0.4336684982585209,0.2433234117592381
306,0,0.0148967385170973,0.2200862810319016,0.0218998134581963,0.0800956802974844
307,1,0.2158398607484768,0.2331130124624461,0.3304866391705577,0.1805337517857707
308,0,0.0934393638170973,0.2200964273783016,0.1378695347914194,0.128146127362234
309,0,0.3188273018781493,0.2201052664733947,0.3305192423679075,0.3631168564613908
310,0,0.1136853448275861,0.2367896656939117,0.179500453280544,0.0264595160051465
311,0,0.232945091514143,0.2413310282936318,0.3295025352250799,0.4850333450585287
312,0,0.3914538310412573,0.2415400431547242,0.5508230159187469,0.7035261877487882
313,0,0.0148967385170973,0.2200710183284274,0.0218998134581963,0.0319940032424961
314,0,0.0432152117545375,0.2200773062119476,0.0877458359691455,0.1082828939290023
315,1,0.0934393638170973,0.2200542738276587,0.1378695347914194,0.1549706647929727
316,0,0.3914538310412573,0.264876339915652,0.4336684982585209,0.3183174990989473
317,0,0.2839195979899497,0.2201021071834555,0.2906645170611663,0.2549838237075181
318,0,0.0148967385170973,0.2348167895511938,0.0218998134581963,0.0493801304822541
319,0,0.232945091514143,0.2200857629828584,0.3295025352250799,0.3481808238739202
320,0,0.3635607321131446,0.2200670039425445,0.2764803880335791,0.1942193127650631
321,0,0.0148967385170973,0.2200827099461,0.0218998134581963,0.0073559445534389
322,0,0.1136853448275861,0.2847605280664161,0.179500453280544,0.139791655282765
323,0,0.2839195979899497,0.2200788819480272,0.461162566175783,0.4003345895011583
324,0,0.1255332114564289,0.2200729512546111,0.2906645170611663,0.2119508370458658
325,0,0.406779661016949,0.2200852910784557,0.5648660301322423,0.187229603769499
326,0,0.0148967385170973,0.2200520833819725,0.0218998134581963,0.0190512841614791
327,0,0.2839195979899497,0.2617465353750643,0.543572008923407,0.5133047547218765
328,1,0.5098314606741572,0.2201122666094337,0.461162566175783,0.6182015372471577
329,0,0.0432152117545375,0.2200793995371774,0.0877458359691455,0.1198523483945505
330,0,0.2839195979899497,0.2200456328058917,0.2906645170611663,0.4611947132394119
331,0,0.1136853448275861,0.2200367640618193,0.179500453280544,0.0844378472962036
332,0,0.3914538310412573,0.2200868532191661,0.4336684982585209,0.1296430251237463
333,0,0.0934393638170973,0.2310090838566775,0.1378695347914194,0.0831347508650612
334,0,0.3188273018781493,0.220081310452304,0.461162566175783,0.4642914770476143
335,1,0.2839195979899497,0.2200797280199203,0.543572008923407,0.6489612053072387
336,0,0.2158398607484768,0.2330133290713791,0.3304866391705577,0.2618298532005257
337,1,0.3914538310412573,0.2414305868083812,0.4336684982585209,0.1691689627379561
338,0,0.2839195979899497,0.2200945258472865,0.2906645170611663,0.5369643799665633
339,0,0.0934393638170973,0.220087342797225,0.1378695347914194,0.0841457071763511
340,0,0.1255332114564289,0.2200638723412017,0.2906645170611663,0.3008089978605981
341,0,0.2019758507135016,0.2200729655106917,0.3304866391705577,0.1697580921663367
342,1,0.3188273018781493,0.2200653867823962,0.461162566175783,0.336455657463702
343,0,0.0432152117545375,0.2200841431267127,0.0877458359691455,0.0804660477889028
344,0,0.0148967385170973,0.3449834276883204,0.0218998134581963,0.0533659243659468
345,0,0.5079365079365078,0.2422629428448116,0.461162566175783,0.4239282146469928
346,0,0.0148967385170973,0.2394513246354476,0.0218998134581963,0.0230840366358171
347,1,0.4365370506236242,0.238325963806853,0.5508230159187469,0.7827440598273043
348,0,0.528216704288939,0.2343301811927404,0.461162566175783,0.6415793827852099
349,0,0.2158398607484768,0.2387399677334351,0.3556333167474525,0.1405700555017458
350,0,0.2158398607484768,0.2420286017671138,0.3304866391705577,0.1152765715566545
351,1,0.2489557226399331,0.2200817578249991,0.273942707989284,0.2836278999069143
